# Hierarchy: NH Interactions: LNC+LNV M1: 1 DM/M: -8.2 y: -5.9 theta: 1.2 delta: 3.1 phi: 5.2
# t asym mu_e mu_mu mu_tau r11 r22 Re(r12) Im(r12) rb11 rb22 Re(rb12) Im(r12) Smooth-Sphaleron-Asym
0.00131378 -1.12708e-16 2.08399e-11 1.46165e-10 -1.67094e-10 0.0490112 0.0493196 -0.00039822 0.0491616 0.0490112 0.0493196 -0.000393171 -0.0491617 0
0.00132712 -1.19709e-16 2.19042e-11 1.53626e-10 -1.75625e-10 0.0494933 0.0498047 -0.000402214 0.0496452 0.0494933 0.0498047 -0.000396962 -0.0496452 0
0.00134059 -1.27144e-16 2.30226e-11 1.61466e-10 -1.8459e-10 0.0499799 0.0502943 -0.000406247 0.0501332 0.0499799 0.0502943 -0.000400784 -0.0501333 0
0.00135419 -1.35039e-16 2.41978e-11 1.69705e-10 -1.9401e-10 0.0504708 0.0507884 -0.000410321 0.0506257 0.0504708 0.0507884 -0.000404638 -0.0506257 0
0.00136794 -1.43424e-16 2.54327e-11 1.78361e-10 -2.03908e-10 0.0509662 0.051287 -0.000414435 0.0511227 0.0509662 0.051287 -0.000408524 -0.0511227 0
0.00138181 -1.52328e-16 2.67303e-11 1.87458e-10 -2.14309e-10 0.0514662 0.0517901 -0.00041859 0.0516242 0.0514662 0.0517901 -0.000412442 -0.0516242 0
0.00139583 -1.61783e-16 2.80939e-11 1.97016e-10 -2.25238e-10 0.0519707 0.0522978 -0.000422787 0.0521302 0.0519707 0.0522978 -0.000416392 -0.0521303 0
0.00140999 -1.71824e-16 2.95267e-11 2.07058e-10 -2.36722e-10 0.0524798 0.0528102 -0.000427026 0.0526409 0.0524798 0.0528102 -0.000420374 -0.052641 0
0.00142429 -1.82487e-16 3.10322e-11 2.17611e-10 -2.48788e-10 0.0529935 0.0533272 -0.000431307 0.0531562 0.0529935 0.0533272 -0.000424389 -0.0531563 0
0.00143873 -1.93809e-16 3.26141e-11 2.28698e-10 -2.61466e-10 0.0535119 0.0538489 -0.000435631 0.0536762 0.0535119 0.0538489 -0.000428435 -0.0536763 0
0.00145332 -2.05833e-16 3.42762e-11 2.40348e-10 -2.74788e-10 0.054035 0.0543753 -0.000439998 0.0542009 0.054035 0.0543753 -0.000432515 -0.054201 0
0.00146805 -2.18601e-16 3.60227e-11 2.52588e-10 -2.88784e-10 0.0545628 0.0549064 -0.00044441 0.0547304 0.0545628 0.0549064 -0.000436626 -0.0547304 0
0.00148294 -2.32158e-16 3.78577e-11 2.65448e-10 -3.0349e-10 0.0550954 0.0554424 -0.000448865 0.0552646 0.0550954 0.0554424 -0.00044077 -0.0552647 0
0.00149796 -2.46554e-16 3.97857e-11 2.7896e-10 -3.18941e-10 0.0556328 0.0559832 -0.000453366 0.0558037 0.0556328 0.0559832 -0.000444947 -0.0558037 0
0.00151314 -2.6184e-16 4.18113e-11 2.93156e-10 -3.35175e-10 0.056175 0.0565289 -0.000457913 0.0563476 0.056175 0.0565289 -0.000449157 -0.0563477 0
0.00152848 -2.78071e-16 4.39396e-11 3.0807e-10 -3.52231e-10 0.0567221 0.0570795 -0.000462505 0.0568964 0.0567221 0.0570795 -0.000453399 -0.0568965 0
0.00154396 -2.95306e-16 4.61757e-11 3.2374e-10 -3.7015e-10 0.0572741 0.0576351 -0.000467144 0.0574501 0.0572741 0.0576351 -0.000457674 -0.0574502 0
0.0015596 -3.13605e-16 4.8525e-11 3.40202e-10 -3.88975e-10 0.0578311 0.0581956 -0.00047183 0.0580089 0.0578311 0.0581956 -0.000461982 -0.0580089 0
0.0015754 -3.33036e-16 5.09931e-11 3.57496e-10 -4.08753e-10 0.0583931 0.0587612 -0.000476564 0.0585726 0.0583931 0.0587612 -0.000466322 -0.0585727 0
0.00159135 -3.53668e-16 5.35862e-11 3.75665e-10 -4.29532e-10 0.0589601 0.0593318 -0.000481347 0.0591413 0.0589601 0.0593318 -0.000470696 -0.0591414 0
0.00160746 -3.75574e-16 5.63103e-11 3.94752e-10 -4.51361e-10 0.0595321 0.0599076 -0.000486178 0.0597152 0.0595321 0.0599076 -0.000475102 -0.0597153 0
0.00162374 -3.98833e-16 5.91722e-11 4.14804e-10 -4.74292e-10 0.0601093 0.0604885 -0.000491059 0.0602942 0.0601093 0.0604885 -0.000479541 -0.0602943 0
0.00164018 -4.23528e-16 6.21788e-11 4.35868e-10 -4.98383e-10 0.0606916 0.0610745 -0.000495991 0.0608783 0.0606916 0.0610745 -0.000484013 -0.0608784 0
0.00165678 -4.49748e-16 6.53372e-11 4.57995e-10 -5.2369e-10 0.0612791 0.0616658 -0.000500973 0.0614676 0.0612791 0.0616658 -0.000488518 -0.0614677 0
0.00167355 -4.77587e-16 6.86552e-11 4.8124e-10 -5.50274e-10 0.0618718 0.0622623 -0.000506006 0.0620622 0.0618718 0.0622623 -0.000493055 -0.0620623 0
0.00169048 -5.07144e-16 7.21407e-11 5.05657e-10 -5.78201e-10 0.0624697 0.0628641 -0.000511092 0.062662 0.0624697 0.0628641 -0.000497625 -0.0626621 0
0.00170759 -5.38524e-16 7.58022e-11 5.31306e-10 -6.07536e-10 0.063073 0.0634713 -0.000516231 0.0632672 0.063073 0.0634713 -0.000502228 -0.0632673 0
0.00172486 -5.7184e-16 7.96483e-11 5.58248e-10 -6.3835e-10 0.0636816 0.0640838 -0.000521424 0.0638777 0.0636816 0.0640838 -0.000506863 -0.0638778 0
0.00174231 -6.07211e-16 8.36885e-11 5.86548e-10 -6.70718e-10 0.0642955 0.0647017 -0.00052667 0.0644935 0.0642955 0.0647017 -0.000511531 -0.0644937 0
0.00175993 -6.44762e-16 8.79323e-11 6.16273e-10 -7.04717e-10 0.0649149 0.0653251 -0.000531972 0.0651149 0.0649149 0.0653251 -0.000516231 -0.065115 0
0.00177773 -6.84629e-16 9.23901e-11 6.47496e-10 -7.40429e-10 0.0655397 0.0659539 -0.00053733 0.0657416 0.0655397 0.0659539 -0.000520963 -0.0657418 0
0.00179571 -7.26953e-16 9.70724e-11 6.80291e-10 -7.7794e-10 0.06617 0.0665883 -0.000542744 0.0663739 0.06617 0.0665883 -0.000525727 -0.0663741 0
0.00181387 -7.71886e-16 1.01991e-10 7.14735e-10 -8.17338e-10 0.0668058 0.0672283 -0.000548216 0.0670118 0.0668058 0.0672283 -0.000530523 -0.0670119 0
0.00183221 -8.19586e-16 1.07156e-10 7.50912e-10 -8.58719e-10 0.0674471 0.0678739 -0.000553746 0.0676552 0.0674471 0.0678739 -0.000535351 -0.0676553 0
0.00185073 -8.70224e-16 1.12582e-10 7.88909e-10 -9.02181e-10 0.0680941 0.0685251 -0.000559334 0.0683042 0.0680941 0.0685251 -0.00054021 -0.0683044 0
0.00186943 -9.2398e-16 1.18281e-10 8.28815e-10 -9.47829e-10 0.0687467 0.0691819 -0.000564983 0.0689589 0.0687467 0.0691819 -0.000545101 -0.0689591 0
0.00188833 -9.81045e-16 1.24266e-10 8.70726e-10 -9.95771e-10 0.069405 0.0698446 -0.000570692 0.0696193 0.069405 0.0698446 -0.000550022 -0.0696195 0
0.00190741 -1.04162e-15 1.30552e-10 9.14742e-10 -1.04612e-09 0.0700691 0.0705129 -0.000576463 0.0702855 0.0700691 0.0705129 -0.000554975 -0.0702856 0
0.00192669 -1.10593e-15 1.37154e-10 9.60968e-10 -1.099e-09 0.0707388 0.0711871 -0.000582297 0.0709574 0.0707388 0.0711871 -0.000559958 -0.0709576 0
0.00194615 -1.17419e-15 1.44087e-10 1.00951e-09 -1.15453e-09 0.0714144 0.0718671 -0.000588194 0.0716351 0.0714144 0.0718671 -0.000564971 -0.0716353 0
0.00196581 -1.24665e-15 1.51368e-10 1.06049e-09 -1.21285e-09 0.0720958 0.0725531 -0.000594155 0.0723187 0.0720958 0.0725531 -0.000570014 -0.0723189 0
0.00198567 -1.32356e-15 1.59015e-10 1.11403e-09 -1.27409e-09 0.0727831 0.0732449 -0.000600182 0.0730082 0.0727831 0.0732449 -0.000575087 -0.0730084 0
0.00200573 -1.40521e-15 1.67045e-10 1.17025e-09 -1.33841e-09 0.0734763 0.0739427 -0.000606275 0.0737036 0.0734763 0.0739427 -0.000580189 -0.0737039 0
0.00202599 -1.49186e-15 1.75478e-10 1.22928e-09 -1.40594e-09 0.0741755 0.0746465 -0.000612435 0.0744051 0.0741755 0.0746465 -0.00058532 -0.0744053 0
0.00204645 -1.58385e-15 1.84334e-10 1.29127e-09 -1.47686e-09 0.0748806 0.0753563 -0.000618664 0.0751125 0.0748806 0.0753563 -0.000590479 -0.0751127 0
0.00206711 -1.68148e-15 1.93633e-10 1.35636e-09 -1.55133e-09 0.0755918 0.0760723 -0.000624963 0.075826 0.0755918 0.0760723 -0.000595666 -0.0758262 0
0.00208798 -1.78511e-15 2.03397e-10 1.42471e-09 -1.62952e-09 0.076309 0.0767943 -0.000631332 0.0765456 0.076309 0.0767943 -0.000600881 -0.0765458 0
0.00210906 -1.8951e-15 2.1365e-10 1.49647e-09 -1.71163e-09 0.0770324 0.0775225 -0.000637772 0.0772713 0.0770324 0.0775225 -0.000606122 -0.0772715 0
0.00213035 -2.01184e-15 2.24416e-10 1.57182e-09 -1.79783e-09 0.0777619 0.0782569 -0.000644286 0.0780032 0.0777619 0.0782569 -0.000611391 -0.0780035 0
0.00215186 -2.13574e-15 2.3572e-10 1.65094e-09 -1.88835e-09 0.0784976 0.0789976 -0.000650874 0.0787413 0.0784976 0.0789976 -0.000616685 -0.0787416 0
0.00217358 -2.26724e-15 2.47589e-10 1.734e-09 -1.98339e-09 0.0792395 0.0797445 -0.000657537 0.0794857 0.0792395 0.0797445 -0.000622004 -0.079486 0
0.00219551 -2.4068e-15 2.60051e-10 1.8212e-09 -2.08317e-09 0.0799877 0.0804978 -0.000664277 0.0802363 0.0799877 0.0804978 -0.000627349 -0.0802366 0
0.00221767 -2.55491e-15 2.73135e-10 1.91276e-09 -2.18792e-09 0.0807422 0.0812574 -0.000671095 0.0809933 0.0807422 0.0812574 -0.000632717 -0.0809936 0
0.00224004 -2.71211e-15 2.86872e-10 2.00888e-09 -2.2979e-09 0.0815031 0.0820235 -0.000677992 0.0817567 0.0815031 0.0820235 -0.000638108 -0.081757 0
0.00226264 -2.87893e-15 3.01293e-10 2.10978e-09 -2.41336e-09 0.0822703 0.082796 -0.00068497 0.0825265 0.0822703 0.082796 -0.000643523 -0.0825268 0
0.00228547 -3.05596e-15 3.16434e-10 2.21571e-09 -2.53457e-09 0.083044 0.0835749 -0.00069203 0.0833027 0.083044 0.0835749 -0.000648959 -0.0833031 0
0.00230852 -3.24384e-15 3.32328e-10 2.32691e-09 -2.66182e-09 0.0838241 0.0843604 -0.000699173 0.0840855 0.0838241 0.0843604 -0.000654416 -0.0840858 0
0.00233181 -3.4432e-15 3.49014e-10 2.44364e-09 -2.79539e-09 0.0846107 0.0851525 -0.000706401 0.0848747 0.0846107 0.0851525 -0.000659893 -0.0848751 0
0.00235533 -3.65477e-15 3.66529e-10 2.56618e-09 -2.93561e-09 0.0854038 0.0859512 -0.000713716 0.0856706 0.0854038 0.0859512 -0.00066539 -0.085671 0
0.00237908 -3.87927e-15 3.84916e-10 2.69479e-09 -3.08279e-09 0.0862036 0.0867565 -0.000721118 0.086473 0.0862036 0.0867565 -0.000670905 -0.0864734 0
0.00240307 -4.1175e-15 4.04217e-10 2.8298e-09 -3.23728e-09 0.0870099 0.0875685 -0.000728611 0.0872821 0.0870099 0.0875685 -0.000676437 -0.0872825 0
0.0024273 -4.37029e-15 4.24477e-10 2.9715e-09 -3.39944e-09 0.0878229 0.0883872 -0.000736194 0.0880979 0.0878229 0.0883872 -0.000681986 -0.0880983 0
0.00245178 -4.63852e-15 4.45741e-10 3.12023e-09 -3.56965e-09 0.0886426 0.0892127 -0.000743871 0.0889204 0.0886426 0.0892127 -0.00068755 -0.0889209 0
0.00247649 -4.92312e-15 4.68061e-10 3.27632e-09 -3.74829e-09 0.0894691 0.090045 -0.000751643 0.0897497 0.0894691 0.090045 -0.000693128 -0.0897502 0
0.00250146 -5.2251e-15 4.91488e-10 3.44015e-09 -3.93578e-09 0.0903023 0.0908841 -0.000759511 0.0905858 0.0903023 0.0908841 -0.000698719 -0.0905863 0
0.00252667 -5.54551e-15 5.16075e-10 3.61208e-09 -4.13256e-09 0.0911423 0.0917301 -0.000767477 0.0914287 0.0911423 0.0917301 -0.000704322 -0.0914292 0
0.00255214 -5.88546e-15 5.4188e-10 3.79252e-09 -4.33907e-09 0.0919891 0.092583 -0.000775544 0.0922785 0.0919891 0.092583 -0.000709935 -0.092279 0
0.00257786 -6.24614e-15 5.68961e-10 3.98188e-09 -4.55579e-09 0.0928428 0.0934429 -0.000783713 0.0931352 0.0928428 0.0934429 -0.000715558 -0.0931358 0
0.00260384 -6.6288e-15 5.97382e-10 4.18058e-09 -4.78322e-09 0.0937035 0.0943098 -0.000791987 0.0939989 0.0937035 0.0943098 -0.000721188 -0.0939995 0
0.00263008 -7.03477e-15 6.27207e-10 4.38909e-09 -5.02188e-09 0.094571 0.0951838 -0.000800366 0.0948696 0.094571 0.0951838 -0.000726824 -0.0948702 0
0.00265658 -7.46546e-15 6.58505e-10 4.60789e-09 -5.27232e-09 0.0954456 0.0960648 -0.000808855 0.0957473 0.0954456 0.0960648 -0.000732465 -0.0957479 0
0.00268334 -7.92237e-15 6.91347e-10 4.83747e-09 -5.53511e-09 0.0963272 0.0969529 -0.000817454 0.0966321 0.0963272 0.0969529 -0.000738109 -0.0966327 0
0.00271038 -8.40707e-15 7.25809e-10 5.07836e-09 -5.81084e-09 0.0972159 0.0978482 -0.000826166 0.0975239 0.0972159 0.0978482 -0.000743754 -0.0975246 0
0.00273768 -8.92125e-15 7.61969e-10 5.3311e-09 -6.10015e-09 0.0981116 0.0987506 -0.000834993 0.098423 0.0981116 0.0987506 -0.000749399 -0.0984237 0
0.00276526 -9.46669e-15 7.9991e-10 5.59627e-09 -6.40369e-09 0.0990145 0.0996603 -0.000843938 0.0993292 0.0990145 0.0996603 -0.000755042 -0.0993299 0
0.00279311 -1.00453e-14 8.39718e-10 5.87447e-09 -6.72216e-09 0.0999246 0.100577 -0.000853003 0.100243 0.0999246 0.100577 -0.000760681 -0.100243 0
0.00282124 -1.0659e-14 8.81482e-10 6.16633e-09 -7.05627e-09 0.100842 0.101502 -0.000862191 0.101163 0.100842 0.101502 -0.000766314 -0.101164 0
0.00284965 -1.131e-14 9.25299e-10 6.47251e-09 -7.40678e-09 0.101766 0.102433 -0.000871504 0.102091 0.101766 0.102433 -0.00077194 -0.102092 0
0.00287835 -1.20004e-14 9.71267e-10 6.7937e-09 -7.77449e-09 0.102698 0.103372 -0.000880945 0.103026 0.102698 0.103372 -0.000777555 -0.103027 0
0.00290733 -1.27328e-14 1.01949e-09 7.13062e-09 -8.16021e-09 0.103637 0.104319 -0.000890517 0.103969 0.103637 0.104319 -0.000783157 -0.10397 0
0.00293661 -1.35095e-14 1.07008e-09 7.48403e-09 -8.56483e-09 0.104584 0.105272 -0.000900223 0.104919 0.104584 0.105272 -0.000788745 -0.10492 0
0.00296617 -1.43333e-14 1.12314e-09 7.85472e-09 -8.98924e-09 0.105537 0.106234 -0.000910065 0.105877 0.105537 0.106234 -0.000794317 -0.105878 0
0.00299604 -1.5207e-14 1.1788e-09 8.24353e-09 -9.4344e-09 0.106499 0.107203 -0.000920046 0.106842 0.106499 0.107203 -0.000799868 -0.106842 0
0.0030262 -1.61335e-14 1.23718e-09 8.65132e-09 -9.9013e-09 0.107467 0.108179 -0.00093017 0.107814 0.107467 0.108179 -0.000805398 -0.107815 0
0.00305666 -1.71161e-14 1.29842e-09 9.07899e-09 -1.0391e-08 0.108443 0.109163 -0.00094044 0.108794 0.108443 0.109163 -0.000810904 -0.108795 0
0.00308742 -1.81581e-14 1.36264e-09 9.52751e-09 -1.09046e-08 0.109427 0.110155 -0.000950859 0.109781 0.109427 0.110155 -0.000816382 -0.109782 0
0.0031185 -1.92631e-14 1.42999e-09 9.99787e-09 -1.14431e-08 0.110418 0.111154 -0.00096143 0.110776 0.110418 0.111154 -0.00082183 -0.110778 0
0.00314988 -2.04347e-14 1.50063e-09 1.04911e-08 -1.20079e-08 0.111417 0.112161 -0.000972158 0.111779 0.111417 0.112161 -0.000827244 -0.11178 0
0.00318158 -2.16772e-14 1.5747e-09 1.10083e-08 -1.26002e-08 0.112423 0.113176 -0.000983044 0.11279 0.112423 0.113176 -0.000832623 -0.112791 0
0.0032136 -2.29945e-14 1.65238e-09 1.15506e-08 -1.32212e-08 0.113437 0.114198 -0.000994094 0.113808 0.113437 0.114198 -0.000837962 -0.113809 0
0.00324593 -2.43913e-14 1.73383e-09 1.21192e-08 -1.38724e-08 0.114458 0.115229 -0.00100531 0.114834 0.114458 0.115229 -0.000843259 -0.114835 0
0.00327859 -2.58722e-14 1.81923e-09 1.27154e-08 -1.45552e-08 0.115487 0.116267 -0.0010167 0.115867 0.115487 0.116267 -0.00084851 -0.115868 0
0.00331158 -2.74422e-14 1.90877e-09 1.33404e-08 -1.5271e-08 0.116524 0.117313 -0.00102826 0.116908 0.116524 0.117313 -0.000853711 -0.11691 0
0.0033449 -2.91068e-14 2.00265e-09 1.39957e-08 -1.60214e-08 0.117569 0.118367 -0.00104 0.117958 0.117569 0.118367 -0.000858859 -0.117959 0
0.00337854 -3.08715e-14 2.10108e-09 1.46826e-08 -1.68082e-08 0.118621 0.119429 -0.00105193 0.119015 0.118621 0.119429 -0.00086395 -0.119016 0
0.00341253 -3.27422e-14 2.20426e-09 1.54026e-08 -1.76329e-08 0.119681 0.120499 -0.00106404 0.120079 0.119681 0.120499 -0.00086898 -0.120081 0
0.00344686 -3.47252e-14 2.31243e-09 1.61574e-08 -1.84974e-08 0.120749 0.121577 -0.00107634 0.121152 0.120749 0.121577 -0.000873946 -0.121154 0
0.00348152 -3.68273e-14 2.42581e-09 1.69485e-08 -1.94035e-08 0.121825 0.122663 -0.00108885 0.122233 0.121825 0.122663 -0.000878842 -0.122235 0
0.00351654 -3.90554e-14 2.54465e-09 1.77776e-08 -2.03533e-08 0.122909 0.123756 -0.00110155 0.123322 0.122909 0.123756 -0.000883666 -0.123323 0
0.0035519 -4.14171e-14 2.66922e-09 1.86466e-08 -2.13487e-08 0.124 0.124859 -0.00111446 0.124418 0.124 0.124859 -0.000888411 -0.12442 0
0.00358762 -4.39202e-14 2.79977e-09 1.95573e-08 -2.23919e-08 0.1251 0.125969 -0.00112758 0.125523 0.1251 0.125969 -0.000893074 -0.125525 0
0.0036237 -4.65732e-14 2.9366e-09 2.05116e-08 -2.34851e-08 0.126207 0.127087 -0.00114091 0.126636 0.126207 0.127087 -0.000897651 -0.126638 0
0.00366014 -4.93848e-14 3.07998e-09 2.15116e-08 -2.46307e-08 0.127322 0.128214 -0.00115447 0.127756 0.127322 0.128214 -0.000902135 -0.127758 0
0.00369694 -5.23644e-14 3.23024e-09 2.25594e-08 -2.58312e-08 0.128445 0.129348 -0.00116825 0.128885 0.128445 0.129348 -0.000906522 -0.128887 0
0.00373411 -5.55219e-14 3.38768e-09 2.36572e-08 -2.7089e-08 0.129577 0.130491 -0.00118227 0.130022 0.129577 0.130491 -0.000910808 -0.130024 0
0.00377165 -5.88678e-14 3.55265e-09 2.48074e-08 -2.84068e-08 0.130716 0.131642 -0.00119653 0.131167 0.130716 0.131642 -0.000914986 -0.131169 0
0.00380956 -6.24133e-14 3.72549e-09 2.60124e-08 -2.97874e-08 0.131863 0.132802 -0.00121103 0.13232 0.131863 0.132802 -0.00091905 -0.132323 0
0.00384786 -6.61699e-14 3.90657e-09 2.72747e-08 -3.12338e-08 0.133018 0.13397 -0.00122578 0.133482 0.133018 0.13397 -0.000922997 -0.133484 0
0.00388654 -7.01502e-14 4.09627e-09 2.85969e-08 -3.27489e-08 0.134182 0.135146 -0.00124078 0.134651 0.134182 0.135146 -0.000926818 -0.134654 0
0.0039256 -7.43672e-14 4.29499e-09 2.99819e-08 -3.43359e-08 0.135353 0.136331 -0.00125605 0.135829 0.135353 0.136331 -0.000930509 -0.135832 0
0.00396506 -7.88347e-14 4.50315e-09 3.14325e-08 -3.59982e-08 0.136532 0.137523 -0.00127159 0.137015 0.136532 0.137523 -0.000934064 -0.137018 0
0.00400491 -8.35675e-14 4.72117e-09 3.29517e-08 -3.77392e-08 0.13772 0.138725 -0.00128741 0.138209 0.13772 0.138725 -0.000937475 -0.138212 0
0.00404516 -8.85811e-14 4.94952e-09 3.45427e-08 -3.95625e-08 0.138915 0.139935 -0.0013035 0.139412 0.138915 0.139935 -0.000940737 -0.139415 0
0.00408581 -9.38919e-14 5.18866e-09 3.62087e-08 -4.14719e-08 0.140119 0.141153 -0.00131989 0.140623 0.140119 0.141153 -0.000943842 -0.140626 0
0.00412687 -9.9517e-14 5.4391e-09 3.79532e-08 -4.34713e-08 0.141331 0.14238 -0.00133657 0.141842 0.141331 0.14238 -0.000946783 -0.141845 0
0.00416834 -1.05475e-13 5.70133e-09 3.97797e-08 -4.55648e-08 0.142551 0.143615 -0.00135356 0.143069 0.142551 0.143615 -0.000949554 -0.143072 0
0.00421022 -1.11785e-13 5.97591e-09 4.1692e-08 -4.77566e-08 0.143779 0.144859 -0.00137086 0.144305 0.143779 0.144859 -0.000952147 -0.144308 0
0.00425252 -1.18468e-13 6.2634e-09 4.36939e-08 -5.00514e-08 0.145015 0.146111 -0.00138848 0.145549 0.145015 0.146111 -0.000954555 -0.145552 0
0.00429525 -1.25545e-13 6.56438e-09 4.57896e-08 -5.24536e-08 0.146259 0.147372 -0.00140643 0.146801 0.146259 0.147372 -0.00095677 -0.146805 0
0.0043384 -1.33039e-13 6.87945e-09 4.79831e-08 -5.49682e-08 0.147512 0.148641 -0.00142471 0.148062 0.147512 0.148641 -0.000958783 -0.148066 0
0.00438199 -1.40974e-13 7.20926e-09 5.0279e-08 -5.76002e-08 0.148772 0.14992 -0.00144334 0.149331 0.148772 0.14992 -0.000960587 -0.149335 0
0.00442601 -1.49375e-13 7.55447e-09 5.26818e-08 -6.03549e-08 0.150041 0.151206 -0.00146232 0.150609 0.150041 0.151206 -0.000962173 -0.150613 0
0.00447047 -1.5827e-13 7.91578e-09 5.51964e-08 -6.32377e-08 0.151318 0.152502 -0.00148166 0.151895 0.151318 0.152502 -0.000963534 -0.151899 0
0.00451537 -1.67688e-13 8.2939e-09 5.78276e-08 -6.62546e-08 0.152603 0.153806 -0.00150137 0.153189 0.152603 0.153806 -0.000964659 -0.153193 0
0.00456072 -1.77657e-13 8.68958e-09 6.05807e-08 -6.94113e-08 0.153896 0.155118 -0.00152146 0.154491 0.153896 0.155118 -0.00096554 -0.154496 0
0.00460653 -1.8821e-13 9.10362e-09 6.34611e-08 -7.27141e-08 0.155197 0.15644 -0.00154194 0.155803 0.155197 0.15644 -0.000966168 -0.155807 0
0.0046528 -1.9938e-13 9.53682e-09 6.64745e-08 -7.61696e-08 0.156506 0.15777 -0.00156281 0.157122 0.156506 0.15777 -0.000966534 -0.157127 0
0.00469952 -2.11203e-13 9.99003e-09 6.96267e-08 -7.97843e-08 0.157824 0.159109 -0.0015841 0.15845 0.157824 0.159109 -0.000966627 -0.158455 0
0.00474672 -2.23715e-13 1.04641e-08 7.29238e-08 -8.35655e-08 0.159149 0.160456 -0.0016058 0.159786 0.159149 0.160456 -0.000966438 -0.159791 0
0.00479439 -2.36957e-13 1.09601e-08 7.63723e-08 -8.75204e-08 0.160483 0.161813 -0.00162793 0.161131 0.160483 0.161813 -0.000965957 -0.161136 0
0.00484253 -2.50969e-13 1.14788e-08 7.99787e-08 -9.16567e-08 0.161824 0.163178 -0.00165049 0.162484 0.161824 0.163178 -0.000965174 -0.162489 0
0.00489116 -2.65796e-13 1.20213e-08 8.37499e-08 -9.59821e-08 0.163174 0.164552 -0.00167351 0.163845 0.163174 0.164552 -0.000964078 -0.163851 0
0.00494027 -2.81484e-13 1.25886e-08 8.76931e-08 -1.00505e-07 0.164532 0.165934 -0.00169698 0.165215 0.164532 0.165934 -0.000962658 -0.165221 0
0.00498987 -2.98081e-13 1.31819e-08 9.18157e-08 -1.05234e-07 0.165897 0.167326 -0.00172092 0.166593 0.165897 0.167326 -0.000960903 -0.1666 0
0.00503997 -3.1564e-13 1.38021e-08 9.61257e-08 -1.10178e-07 0.167271 0.168726 -0.00174535 0.16798 0.167271 0.168726 -0.000958803 -0.167986 0
0.00509057 -3.34214e-13 1.44506e-08 1.00631e-07 -1.15347e-07 0.168653 0.170135 -0.00177026 0.169375 0.168653 0.170135 -0.000956345 -0.169382 0
0.00514167 -3.5386e-13 1.51285e-08 1.0534e-07 -1.20749e-07 0.170042 0.171553 -0.00179568 0.170779 0.170042 0.171553 -0.000953519 -0.170785 0
0.00519329 -3.7464e-13 1.5837e-08 1.10261e-07 -1.26396e-07 0.17144 0.17298 -0.00182162 0.17219 0.17144 0.17298 -0.000950313 -0.172197 0
0.00524542 -3.96616e-13 1.65776e-08 1.15404e-07 -1.32296e-07 0.172845 0.174415 -0.00184808 0.17361 0.172845 0.174415 -0.000946714 -0.173618 0
0.00529808 -4.19855e-13 1.73515e-08 1.20778e-07 -1.38463e-07 0.174258 0.175859 -0.00187508 0.175039 0.174258 0.175859 -0.00094271 -0.175046 0
0.00535126 -4.44429e-13 1.81602e-08 1.26392e-07 -1.44905e-07 0.175679 0.177313 -0.00190263 0.176475 0.175679 0.177313 -0.00093829 -0.176483 0
0.00540497 -4.70412e-13 1.90052e-08 1.32258e-07 -1.51636e-07 0.177108 0.178775 -0.00193074 0.17792 0.177108 0.178775 -0.00093344 -0.177928 0
0.00545922 -4.97883e-13 1.9888e-08 1.38384e-07 -1.58668e-07 0.178545 0.180246 -0.00195943 0.179374 0.178545 0.180246 -0.000928147 -0.179382 0
0.00551401 -5.26923e-13 2.08102e-08 1.44783e-07 -1.66012e-07 0.179989 0.181725 -0.00198871 0.180835 0.179989 0.181725 -0.0009224 -0.180844 0
0.00556935 -5.5762e-13 2.17735e-08 1.51466e-07 -1.73682e-07 0.18144 0.183214 -0.00201859 0.182305 0.18144 0.183214 -0.000916184 -0.182314 0
0.00562525 -5.90066e-13 2.27795e-08 1.58445e-07 -1.81692e-07 0.1829 0.184711 -0.00204908 0.183783 0.1829 0.184711 -0.000909487 -0.183792 0
0.0056817 -6.24357e-13 2.38301e-08 1.65731e-07 -1.90056e-07 0.184367 0.186217 -0.0020802 0.185269 0.184367 0.186217 -0.000902295 -0.185279 0
0.00573872 -6.60596e-13 2.4927e-08 1.73337e-07 -1.98789e-07 0.185841 0.187733 -0.00211195 0.186763 0.185841 0.187733 -0.000894595 -0.186773 0
0.0057963 -6.98888e-13 2.60723e-08 1.81278e-07 -2.07905e-07 0.187323 0.189257 -0.00214437 0.188266 0.187323 0.189257 -0.000886372 -0.188276 0
0.00585447 -7.39347e-13 2.72679e-08 1.89565e-07 -2.1742e-07 0.188812 0.190789 -0.00217744 0.189776 0.188812 0.190789 -0.000877614 -0.189787 0
0.00591321 -7.82091e-13 2.85158e-08 1.98214e-07 -2.2735e-07 0.190309 0.192331 -0.0022112 0.191295 0.190309 0.192331 -0.000868305 -0.191306 0
0.00597254 -8.27245e-13 2.98182e-08 2.07239e-07 -2.37713e-07 0.191813 0.193881 -0.00224565 0.192822 0.191813 0.193881 -0.000858433 -0.192833 0
0.00603247 -8.7494e-13 3.11774e-08 2.16655e-07 -2.48526e-07 0.193324 0.195441 -0.00228081 0.194356 0.193324 0.195441 -0.000847984 -0.194368 0
0.00609299 -9.25314e-13 3.25955e-08 2.26478e-07 -2.59807e-07 0.194842 0.197009 -0.00231669 0.195899 0.194842 0.197009 -0.000836942 -0.195911 0
